# Tm,Pos,Player,Season,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
2nd,F,Tim Duncan,2008,31,SAS,397,635,0.625,25.0,,,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201
2nd,G,Steve Nash,2008,33,PHO,311,635,0.49,2.0,,,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181
2nd,G,Deron Williams,2008,23,UTA,228,635,0.359,0.0,,,82,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177
2nd,F,Dirk Nowitzki,2008,29,DAL,189,635,0.298,1.0,,,77,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223
3rd,F,Carlos Boozer,2008,26,UTA,174,635,0.274,0.0,,,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,10.2,0.173
3rd,F,Paul Pierce,2008,30,BOS,151,635,0.238,2.0,,,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207
3rd,G,Tracy McGrady,2008,28,HOU,137,635,0.216,1.0,,,66,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115
3rd,G,Manu Ginóbili,2008,30,SAS,123,635,0.194,0.0,,,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232
3rd,C,Yao Ming,2008,27,HOU,71,635,0.112,2.0,,,55,37.2,22.0,10.8,2.3,0.5,2.0,0.507,0.0,0.85,8.3,0.196
ORV,G,Allen Iverson,2008,32,DEN,116,635,0.183,0.0,,,82,41.8,26.4,3.0,7.1,2.0,0.1,0.458,0.345,0.809,11.6,0.163
ORV,F,Carmelo Anthony,2008,23,DEN,89,635,0.14,0.0,,,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14
ORV,C,Marcus Camby,2008,33,DEN,59,635,0.093,0.0,,,79,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148
ORV,G,Chauncey Billups,2008,31,DET,38,635,0.06,0.0,,,78,32.3,17.0,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257
ORV,G,Baron Davis,2008,28,GSW,32,635,0.05,0.0,,,82,39.0,21.8,4.7,7.6,2.3,0.5,0.426,0.33,0.75,8.7,0.131
ORV,F,David West,2008,27,NOH,24,635,0.038,0.0,,,76,37.8,20.6,8.9,2.3,0.8,1.3,0.482,0.24,0.85,8.4,0.14
ORV,F,Rasheed Wallace,2008,33,DET,22,635,0.035,0.0,,,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155
ORV,C,Tyson Chandler,2008,25,NOH,18,635,0.028,0.0,,,79,35.2,11.8,11.7,1.0,0.6,1.1,0.623,0.0,0.593,10.0,0.172
ORV,F,Antawn Jamison,2008,31,WAS,15,635,0.024,0.0,,,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144
ORV,C,Al Jefferson,2008,23,MIN,14,635,0.022,0.0,,,82,35.6,21.0,11.1,1.4,0.9,1.5,0.5,0.0,0.721,7.7,0.127
ORV,F,Chris Bosh,2008,23,TOR,11,635,0.017,0.0,,,67,36.2,22.3,8.7,2.6,0.9,1.0,0.494,0.4,0.844,10.1,0.2
ORV,G,Joe Johnson,2008,26,ATL,8,635,0.013,0.0,,,82,40.8,21.7,4.5,5.8,1.0,0.2,0.432,0.381,0.834,7.0,0.1
ORV,G,Andre Miller,2008,31,PHI,7,635,0.011,0.0,,,82,36.8,17.0,4.0,6.9,1.3,0.1,0.492,0.088,0.772,8.3,0.131
ORV,F,Caron Butler,2008,27,WAS,5,635,0.008,0.0,,,58,39.9,20.3,6.7,4.9,2.2,0.3,0.466,0.357,0.901,7.2,0.15
ORV,F,Pau Gasol,2008,27,TOT,5,635,0.008,0.0,,,66,35.6,18.9,8.4,3.2,0.5,1.5,0.534,0.25,0.807,8.4,0.172
ORV,C,Shaquille O'Neal,2008,35,TOT,5,635,0.008,0.0,,,61,28.7,13.6,9.1,1.5,0.5,1.4,0.593,0.0,0.503,2.8,0.078
ORV,G,Ray Allen,2008,32,BOS,4,635,0.006,0.0,,,73,35.9,17.4,3.7,3.1,0.9,0.2,0.445,0.398,0.907,9.7,0.177
ORV,G,Kevin Martin,2008,24,SAC,4,635,0.006,0.0,,,61,36.3,23.7,4.5,2.1,1.0,0.1,0.456,0.402,0.869,8.4,0.183
ORV,F,Hedo Türkoğlu,2008,28,ORL,3,635,0.005,0.0,,,82,36.9,19.5,5.7,5.0,0.9,0.3,0.456,0.4,0.829,9.0,0.143
ORV,G,Richard Hamilton,2008,29,DET,2,635,0.003,0.0,0.0,2.0,72,33.7,17.3,3.3,4.2,1.0,0.1,0.484,0.44,0.833,7.7,0.152
ORV,F,Josh Howard,2008,27,DAL,2,635,0.003,0.0,0.0,2.0,76,36.3,19.9,7.0,2.2,0.8,0.4,0.455,0.319,0.813,8.0,0.14
ORV,G,Jason Kidd,2008,34,TOT,2,635,0.003,0.0,0.0,2.0,80,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,0.097
ORV,F,Andre Iguodala,2008,24,PHI,1,635,0.002,0.0,0.0,1.0,82,39.5,19.9,5.4,4.8,2.1,0.6,0.456,0.329,0.721,9.6,0.143
ORV,G,Tony Parker,2008,25,SAS,1,635,0.002,0.0,0.0,1.0,69,33.5,18.8,3.2,6.0,0.8,0.1,0.494,0.258,0.715,7.0,0.146
ORV,F,Tayshaun Prince,2008,27,DET,1,635,0.002,0.0,0.0,1.0,82,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133
ORV,G,Michael Redd,2008,28,MIL,1,635,0.002,0.0,0.0,1.0,72,37.5,22.7,4.3,3.4,0.9,0.2,0.442,0.362,0.82,5.8,0.104
ORV,G,Brandon Roy,2008,23,POR,1,635,0.002,0.0,0.0,1.0,74,37.7,19.1,4.7,5.8,1.1,0.2,0.454,0.34,0.753,8.0,0.138
1st,F,LeBron James,2009,24,CLE,610,610,1.0,122.0,0.0,0.0,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318
1st,G,Kobe Bryant,2009,30,LAL,604,610,0.99,119.0,3.0,0.0,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206
1st,C,Dwight Howard,2009,23,ORL,598,610,0.98,116.0,,,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234
1st,G,Dwyane Wade,2009,27,MIA,572,610,0.938,103.0,,,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232
1st,F,Dirk Nowitzki,2009,30,DAL,383,610,0.628,35.0,,,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171
2nd,G,Chris Paul,2009,23,NOH,424,610,0.695,32.0,,,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292
2nd,F,Tim Duncan,2009,32,SAS,378,610,0.62,39.0,,,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191
2nd,C,Yao Ming,2009,28,HOU,354,610,0.58,8.0,,,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,10.6,0.196
2nd,F,Paul Pierce,2009,31,BOS,330,610,0.541,27.0,,,81,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164
2nd,G,Brandon Roy,2009,24,POR,189,610,0.31,0.0,,,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223
3rd,F,Pau Gasol,2009,28,LAL,165,610,0.27,2.0,,,81,37.0,18.9,9.6,3.5,0.6,1.0,0.567,0.5,0.781,13.9,0.223
3rd,G,Tony Parker,2009,26,SAS,158,610,0.259,1.0,,,72,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168
3rd,G,Chauncey Billups,2009,32,TOT,131,610,0.215,0.0,,,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174
3rd,F,Carmelo Anthony,2009,24,DEN,116,610,0.19,2.0,,,66,34.5,22.8,6.8,3.4,1.1,0.4,0.443,0.371,0.793,5.0,0.105
3rd,C,Shaquille O'Neal,2009,36,PHO,68,610,0.111,0.0,,,75,30.0,17.8,8.4,1.7,0.7,1.4,0.609,0.0,0.595,7.8,0.166
ORV,G,Deron Williams,2009,24,UTA,105,610,0.172,,,,68,36.8,19.4,2.9,10.7,1.1,0.3,0.471,0.31,0.849,8.4,0.16
ORV,F,Kevin Garnett,2009,32,BOS,72,610,0.118,,,,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193
ORV,F,Chris Bosh,2009,24,TOR,56,610,0.092,,,,77,38.0,22.7,10.0,2.5,0.9,1.0,0.487,0.245,0.817,9.7,0.159
ORV,G,Joe Johnson,2009,27,ATL,36,610,0.059,,,,79,39.5,21.4,4.4,5.8,1.1,0.2,0.437,0.36,0.826,7.6,0.116
ORV,F,Kevin Durant,2009,20,OKC,34,610,0.056,,,,74,39.0,25.3,6.5,2.8,1.3,0.7,0.476,0.422,0.863,7.9,0.132
ORV,F,Danny Granger,2009,25,IND,25,610,0.041,,,,67,36.2,25.8,5.1,2.7,1.0,1.4,0.447,0.404,0.878,8.0,0.158
ORV,F,David West,2009,28,NOH,12,610,0.02,,,,76,39.2,21.0,8.5,2.3,0.6,0.9,0.472,0.24,0.884,7.8,0.125
ORV,G,Mo Williams,2009,26,CLE,10,610,0.016,,,,81,35.0,17.8,3.4,4.1,0.9,0.1,0.467,0.436,0.912,9.8,0.165
ORV,C,Al Jefferson,2009,24,MIN,8,610,0.013,,,,50,36.7,23.1,11.0,1.6,0.8,1.7,0.497,0.0,0.738,4.9,0.128
ORV,F,Antawn Jamison,2009,32,WAS,7,610,0.011,,,,81,38.2,22.2,8.9,1.9,1.2,0.3,0.468,0.351,0.754,8.1,0.126
ORV,G,Steve Nash,2009,34,PHO,7,610,0.011,,,,74,33.6,15.7,3.0,9.7,0.7,0.1,0.503,0.439,0.933,7.3,0.14
ORV,G,Ray Allen,2009,33,BOS,6,610,0.01,,,,79,36.4,18.2,3.5,2.8,0.9,0.2,0.48,0.409,0.952,11.1,0.186
ORV,F,Nenê,2009,26,DEN,6,610,0.01,,,,77,32.6,14.6,7.8,1.4,1.2,1.3,0.604,0.2,0.723,9.3,0.177
ORV,G,Devin Harris,2009,25,NJN,5,610,0.008,,,,69,36.1,21.3,3.3,6.9,1.7,0.2,0.438,0.291,0.82,7.5,0.145
ORV,F,LaMarcus Aldridge,2009,23,POR,4,610,0.007,,,,81,37.1,18.1,7.5,1.9,1.0,1.0,0.484,0.25,0.781,9.5,0.151
ORV,F,David Lee,2009,25,NYK,4,610,0.007,,,,81,34.9,16.0,11.7,2.1,1.0,0.3,0.549,0.0,0.755,9.0,0.154
ORV,G,Rajon Rondo,2009,22,BOS,2,610,0.003,0.0,0.0,2.0,80,33.0,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179
ORV,F,Carlos Boozer,2009,27,UTA,1,610,0.002,0.0,0.0,1.0,37,32.4,16.2,10.4,2.1,1.1,0.2,0.49,0.0,0.698,2.6,0.105
ORV,F,Caron Butler,2009,28,WAS,1,610,0.002,0.0,0.0,1.0,67,38.6,20.8,6.2,4.3,1.6,0.3,0.453,0.31,0.858,4.5,0.083
ORV,F,Vince Carter,2009,32,NJN,1,610,0.002,0.0,0.0,1.0,80,36.8,20.8,5.1,4.7,1.0,0.5,0.437,0.385,0.817,7.5,0.123
ORV,F,Andre Iguodala,2009,25,PHI,1,610,0.002,0.0,0.0,1.0,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134
ORV,G,Andre Miller,2009,32,PHI,1,610,0.002,0.0,0.0,1.0,82,36.3,16.3,4.5,6.5,1.3,0.2,0.473,0.283,0.826,8.8,0.141
ORV,F,Paul Millsap,2009,23,UTA,1,610,0.002,0.0,0.0,1.0,76,30.1,13.5,8.6,1.8,1.0,1.0,0.534,0.0,0.699,7.7,0.162
ORV,C,Jermaine O'Neal,2009,30,TOT,1,610,0.002,0.0,0.0,1.0,68,29.8,13.3,6.4,1.8,0.4,2.0,0.474,0.0,0.788,2.6,0.06
ORV,G,Derrick Rose,2009,20,CHI,1,610,0.002,0.0,0.0,1.0,81,37.0,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078
ORV,F,Hedo Türkoğlu,2009,29,ORL,1,610,0.002,0.0,0.0,1.0,77,36.6,16.8,5.3,4.9,0.8,0.2,0.413,0.356,0.807,7.3,0.125
1st,C,Dwight Howard,2010,24,ORL,610,610,1.0,122.0,0.0,0.0,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223
1st,F,LeBron James,2010,25,CLE,610,610,1.0,122.0,0.0,0.0,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299
1st,G,Kobe Bryant,2010,31,LAL,604,610,0.99,119.0,,,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16
1st,F,Kevin Durant,2010,21,OKC,579,610,0.949,107.0,,,82,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,16.1,0.238
1st,G,Dwyane Wade,2010,28,MIA,520,610,0.852,81.0,,,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224
2nd,G,Steve Nash,2010,35,PHO,366,610,0.6,24.0,,,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.178
2nd,F,Dirk Nowitzki,2010,31,DAL,356,610,0.584,10.0,,,81,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,12.3,0.194
2nd,G,Deron Williams,2010,25,UTA,343,610,0.562,14.0,,,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177
2nd,F,Carmelo Anthony,2010,25,DEN,321,610,0.526,9.0,,,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145
2nd,C,Amar'e Stoudemire,2010,27,PHO,239,610,0.392,2.0,,,82,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.167,0.771,10.7,0.181
3rd,C,Andrew Bogut,2010,25,MIL,149,610,0.244,0.0,,,69,32.3,15.9,10.2,1.8,0.6,2.5,0.52,0.0,0.629,7.5,0.161
3rd,F,Tim Duncan,2010,33,SAS,125,610,0.205,0.0,,,78,31.3,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,10.9,0.215
3rd,G,Joe Johnson,2010,28,ATL,118,610,0.193,0.0,,,76,38.0,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14
3rd,F,Pau Gasol,2010,29,LAL,94,610,0.154,0.0,,,65,37.0,18.3,11.3,3.4,0.6,1.7,0.536,0.0,0.79,11.0,0.22
3rd,G,Brandon Roy,2010,25,POR,87,610,0.143,0.0,,,65,37.2,21.5,4.4,4.7,0.9,0.2,0.473,0.33,0.78,9.1,0.18
ORV,C,Chris Bosh,2010,25,TOR,80,610,0.131,0.0,,,70,36.1,24.0,10.8,2.4,0.6,1.0,0.518,0.364,0.797,9.6,0.182
ORV,G,Rajon Rondo,2010,23,BOS,47,610,0.077,0.0,,,81,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,0.156
ORV,F,David Lee,2010,26,NYK,43,610,0.07,0.0,,,81,37.3,20.2,11.7,3.6,1.0,0.5,0.545,0.0,0.812,10.3,0.163
ORV,F,Carlos Boozer,2010,28,UTA,33,610,0.054,0.0,,,78,34.3,19.5,11.2,3.2,1.1,0.5,0.562,0.0,0.742,9.9,0.178
ORV,G,Chauncey Billups,2010,33,DEN,24,610,0.039,0.0,,,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182
ORV,F,Zach Randolph,2010,28,MEM,20,610,0.033,0.0,,,81,37.7,20.8,11.7,1.8,1.0,0.4,0.488,0.288,0.778,9.7,0.153
ORV,C,Al Horford,2010,23,ATL,19,610,0.031,0.0,,,81,35.1,14.2,9.9,2.3,0.7,1.1,0.551,1.0,0.789,10.9,0.183
ORV,G,Jason Kidd,2010,36,DAL,18,610,0.03,0.0,,,80,36.0,10.3,5.6,9.1,1.8,0.4,0.423,0.425,0.808,8.9,0.148
ORV,G,Derrick Rose,2010,21,CHI,15,610,0.025,0.0,,,78,36.8,20.8,3.8,6.0,0.7,0.3,0.489,0.267,0.766,6.0,0.1
ORV,G,Chris Paul,2010,24,NOH,14,610,0.023,0.0,,,45,38.0,18.7,4.2,10.7,2.1,0.2,0.493,0.409,0.847,7.3,0.204
ORV,G,Manu Ginóbili,2010,32,SAS,13,610,0.021,0.0,,,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216
ORV,C,Chris Kaman,2010,27,LAC,9,610,0.015,0.0,,,76,34.3,18.5,9.3,1.6,0.5,1.2,0.49,0.0,0.749,2.4,0.044
ORV,C,Brook Lopez,2010,21,NJN,6,610,0.01,0.0,,,82,36.9,18.8,8.6,2.3,0.7,1.7,0.499,0.0,0.817,7.9,0.125
ORV,F,Paul Pierce,2010,32,BOS,6,610,0.01,0.0,,,71,34.0,18.3,4.4,3.1,1.2,0.4,0.472,0.414,0.852,8.3,0.165
ORV,F,Josh Smith,2010,24,ATL,6,610,0.01,0.0,,,81,35.4,15.7,8.7,4.2,1.6,2.1,0.505,0.0,0.618,9.3,0.155
ORV,F,Gerald Wallace,2010,27,CHA,5,610,0.008,0.0,,,76,41.0,18.2,10.0,2.1,1.5,1.1,0.484,0.371,0.776,11.5,0.177
ORV,C,Marcus Camby,2010,35,TOT,3,610,0.005,0.0,,,74,31.3,7.5,11.8,2.5,1.3,2.0,0.475,0.286,0.639,6.8,0.142
ORV,C,Andrew Bynum,2010,22,LAL,2,610,0.003,0.0,0.0,2.0,65,30.4,15.0,8.3,1.0,0.5,1.4,0.57,0.0,0.739,7.8,0.188
ORV,F,Danny Granger,2010,26,IND,2,610,0.003,0.0,0.0,2.0,62,36.7,24.1,5.5,2.8,1.5,0.8,0.428,0.361,0.848,6.2,0.131
ORV,F,Kevin Garnett,2010,33,BOS,1,610,0.002,0.0,0.0,1.0,69,29.9,14.3,7.3,2.7,1.0,0.8,0.521,0.2,0.837,7.3,0.171
ORV,G,Tony Parker,2010,27,SAS,1,610,0.002,0.0,0.0,1.0,56,30.9,16.0,2.4,5.7,0.5,0.1,0.487,0.294,0.756,3.6,0.101
ORV,F,David West,2010,29,NOH,1,610,0.002,0.0,0.0,1.0,81,36.4,19.0,7.5,3.0,0.9,0.7,0.505,0.259,0.865,7.5,0.122
ORV,G,Mo Williams,2010,27,CLE,1,610,0.002,0.0,0.0,1.0,69,34.2,15.8,3.0,5.3,1.0,0.3,0.442,0.429,0.894,6.7,0.136
1st,F,LeBron James,2011,26,MIA,595,595,1.0,119.0,0.0,0.0,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,15.6,0.244
1st,C,Dwight Howard,2011,25,ORL,593,595,0.997,118.0,1.0,0.0,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235
1st,G,Derrick Rose,2011,22,CHI,593,595,0.997,118.0,1.0,0.0,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208
1st,G,Kobe Bryant,2011,32,LAL,551,595,0.926,98.0,,,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178
1st,F,Kevin Durant,2011,22,OKC,492,595,0.827,69.0,,,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,12.0,0.189
2nd,F,Dirk Nowitzki,2011,32,DAL,437,595,0.734,47.0,,,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213
2nd,C,Amar'e Stoudemire,2011,28,NYK,437,595,0.734,2.0,,,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8.0,0.134
2nd,G,Dwyane Wade,2011,29,MIA,392,595,0.659,24.0,,,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218
2nd,F,Pau Gasol,2011,30,LAL,259,595,0.435,2.0,,,82,37.0,18.8,10.2,3.3,0.6,1.6,0.529,0.333,0.823,14.7,0.232
2nd,G,Russell Westbrook,2011,22,OKC,184,595,0.309,0.0,,,82,34.7,21.9,4.6,8.2,1.9,0.4,0.442,0.33,0.842,9.4,0.159
3rd,G,Chris Paul,2011,25,NOH,157,595,0.264,0.0,,,80,36.0,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232
3rd,F,LaMarcus Aldridge,2011,25,POR,135,595,0.227,0.0,,,81,39.6,21.8,8.8,2.1,1.0,1.2,0.5,0.174,0.791,11.1,0.166
3rd,G,Manu Ginóbili,2011,33,SAS,106,595,0.178,0.0,,,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195
3rd,F,Zach Randolph,2011,29,MEM,67,595,0.113,0.0,,,75,36.3,20.1,12.2,2.2,0.8,0.3,0.503,0.186,0.758,10.5,0.185
3rd,C,Al Horford,2011,24,ATL,62,595,0.104,0.0,,,77,35.1,15.3,9.3,3.5,0.8,1.0,0.557,0.5,0.798,10.1,0.179
ORV,G,Rajon Rondo,2011,24,BOS,68,595,0.114,0.0,,,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126
ORV,F,Paul Pierce,2011,33,BOS,55,595,0.092,0.0,,,80,34.7,18.9,5.4,3.3,1.0,0.6,0.497,0.374,0.86,11.6,0.201
ORV,F,Carmelo Anthony,2011,26,TOT,53,595,0.089,0.0,,,77,35.7,25.6,7.3,2.9,0.9,0.6,0.455,0.378,0.838,7.9,0.138
ORV,F,Kevin Love,2011,22,MIN,48,595,0.081,0.0,,,73,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,0.21
ORV,F,Tim Duncan,2011,34,SAS,43,595,0.072,0.0,,,76,28.4,13.4,8.9,2.7,0.7,1.9,0.5,0.0,0.716,7.7,0.171
ORV,F,Blake Griffin,2011,21,LAC,36,595,0.061,0.0,,,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152
ORV,G,Tony Parker,2011,28,SAS,27,595,0.045,0.0,,,78,32.4,17.5,3.1,6.6,1.2,0.0,0.519,0.357,0.769,8.2,0.156
ORV,F,Kevin Garnett,2011,34,BOS,22,595,0.037,0.0,,,71,31.3,14.9,8.9,2.4,1.3,0.8,0.528,0.2,0.862,9.0,0.194
ORV,G,Deron Williams,2011,26,TOT,19,595,0.032,0.0,,,65,37.9,20.1,4.0,10.3,1.2,0.2,0.439,0.331,0.845,7.3,0.142
ORV,G,Steve Nash,2011,36,PHO,17,595,0.029,0.0,,,75,33.3,14.7,3.5,11.4,0.6,0.1,0.492,0.395,0.912,7.9,0.153
ORV,C,Andrew Bogut,2011,26,MIL,13,595,0.022,0.0,,,65,35.3,12.8,11.1,2.0,0.7,2.6,0.495,0.0,0.442,5.4,0.112
ORV,G,Monta Ellis,2011,25,GSW,11,595,0.018,0.0,,,80,40.3,24.1,3.5,5.6,2.1,0.3,0.451,0.361,0.789,6.0,0.089
ORV,F,Nenê,2011,28,DEN,11,595,0.018,0.0,,,75,30.5,14.5,7.6,2.0,1.1,1.0,0.615,0.2,0.711,9.6,0.201
ORV,C,Andrew Bynum,2011,23,LAL,9,595,0.015,0.0,,,54,27.8,11.3,9.4,1.4,0.4,2.0,0.574,0.0,0.66,6.6,0.21
ORV,C,Tyson Chandler,2011,28,DAL,7,595,0.012,0.0,,,74,27.8,10.1,9.4,0.4,0.5,1.1,0.654,0.0,0.732,9.4,0.218
ORV,G,Kevin Martin,2011,27,HOU,7,595,0.012,0.0,,,80,32.5,23.5,3.2,2.5,1.0,0.2,0.436,0.383,0.888,9.5,0.175
ORV,C,Joakim Noah,2011,25,CHI,5,595,0.008,0.0,,,48,32.8,11.7,10.4,2.2,1.0,1.5,0.525,0.0,0.739,6.7,0.205
ORV,C,Marc Gasol,2011,26,MEM,3,595,0.005,0.0,,,81,31.9,11.7,7.0,2.5,0.9,1.7,0.527,0.429,0.748,7.9,0.146
ORV,C,Al Jefferson,2011,26,UTA,3,595,0.005,0.0,,,82,35.9,18.6,9.7,1.8,0.6,1.9,0.496,0.0,0.761,7.8,0.128
ORV,C,Kendrick Perkins,2011,26,TOT,3,595,0.005,0.0,,,29,25.6,6.0,8.0,0.9,0.3,0.9,0.515,0.0,0.556,1.0,0.063
ORV,C,Andrea Bargnani,2011,25,TOR,2,595,0.003,0.0,0.0,2.0,66,35.7,21.4,5.2,1.8,0.5,0.7,0.448,0.345,0.82,2.5,0.052
ORV,F,Chris Bosh,2011,26,MIA,2,595,0.003,0.0,0.0,2.0,77,36.3,18.7,8.3,1.9,0.8,0.6,0.496,0.24,0.815,10.3,0.177
ORV,G,Ray Allen,2011,35,BOS,1,595,0.002,0.0,0.0,1.0,80,36.1,16.5,3.4,2.7,1.0,0.2,0.491,0.444,0.881,10.0,0.166
ORV,F,Luol Deng,2011,25,CHI,1,595,0.002,0.0,0.0,1.0,82,39.1,17.4,5.8,2.8,1.0,0.6,0.46,0.345,0.753,9.9,0.149
ORV,G,Eric Gordon,2011,22,LAC,1,595,0.002,0.0,0.0,1.0,56,37.7,22.3,2.9,4.4,1.3,0.3,0.45,0.364,0.825,5.3,0.12
ORV,F,Andre Iguodala,2011,27,PHI,1,595,0.002,0.0,0.0,1.0,67,36.9,14.1,5.8,6.3,1.5,0.6,0.445,0.337,0.693,6.7,0.13
ORV,G,Jason Kidd,2011,37,DAL,1,595,0.002,0.0,0.0,1.0,80,33.2,7.9,4.4,8.2,1.7,0.4,0.361,0.34,0.87,6.4,0.116
ORV,C,Emeka Okafor,2011,28,NOH,1,595,0.002,0.0,0.0,1.0,72,31.8,10.3,9.5,0.6,0.6,1.8,0.573,0.0,0.562,6.5,0.136
ORV,F,Luis Scola,2011,30,HOU,1,595,0.002,0.0,0.0,1.0,74,32.6,18.3,8.2,2.5,0.6,0.6,0.504,0.0,0.738,5.5,0.11
ORV,F,Gerald Wallace,2011,28,TOT,1,595,0.002,0.0,0.0,1.0,71,37.9,15.7,8.0,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111
1st,F,LeBron James,2012,27,MIA,596,600,0.993,118.0,2.0,0.0,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298
1st,F,Kevin Durant,2012,23,OKC,591,600,0.985,117.0,,,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23
1st,G,Kobe Bryant,2012,33,LAL,568,600,0.947,104.0,,,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132
1st,G,Chris Paul,2012,26,LAC,484,600,0.807,74.0,,,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278
1st,C,Dwight Howard,2012,26,ORL,476,600,0.793,75.0,,,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179
